"Focal_depth","Latitude","Longitude","Richter"
40,55.25,162,5.8
331,-30.54,181.97,5.9
105,-6.2,146.1,5.8
41,-0.28,12.83,5.9
5,43.12,146.56,6
9,-12.24,282.42,6.2
41,17.37,298.01,6.4
34,44.64,150.09,6.3
596,-17.97,181.51,5.9
18,-8.4,154.03,6.2
33,-15.49,167.1,6.3
156,-6.93,129.52,6.3
0,70.81,53.91,6.4
125,42.53,141.75,5.9
6,-12.44,282.54,6
55,-6.44,105.38,6.1
31,-15.91,181.53,5.8
58,2.27,121.06,5.8
44,35.85,141.1,5.8
62,-15.12,167.16,6.2
36,-53.59,331.74,5.8
29,-6.06,154.23,6.1
58,-15.24,167.3,5.8
429,30.71,138.44,6.1
32,-6.15,153.05,5.9
32,-5.04,129.99,6
20,0.51,97.89,5.8
156,-7.65,285.54,6
32,-2.3,99.01,5.9
7,51.66,174.59,5.8
45,35.05,72.91,5.9
58,61.92,210.28,5.9
74,-2.99,101.68,5.9
82,-4.93,130.09,6
99,-17.86,185.43,5.8
1,32.38,78.5,6.2
49,31.94,78.53,5.8
6,35.05,141.37,5.8
40,7.18,282.24,6
2,53,173.47,5.9
10,53.08,173.58,6
16,40.66,122.63,6.1
9,-7.24,149.58,6.2
43,51.32,180.56,6.3
333,-24.98,181.12,6.1
72,-6.07,148.21,5.8
574,-17.84,181.47,5.8
7,-2.39,126.15,6.1
31,27.47,56.24,5.8
28,-29.89,288.6,6.1
86,-21.75,170.53,6
111,-4.26,282.99,6.2
29,22.68,122.84,6.1
429,-32.36,179.88,5.9
5,42.04,247.59,5.8
131,-4.06,152.75,6.1
33,-50.84,139.19,5.8
93,-14.79,287.34,5.8
15,71.49,349.64,6
31,-36.41,261.18,5.8
17,16.47,261.14,5.9
472,-31.79,180.49,5.8
33,35.8,79.86,5.8
24,37.2,142.09,5.8
30,-38.03,287.22,6.2
37,1.03,126.02,5.8
1,22.7,122.61,5.8
34,35.98,342.44,6.5
97,0.75,122.61,6
647,-20.61,180.86,5.8
59,-4.5,153.53,5.8
0,44.39,146.87,5.8
72,43.26,147.39,5.9
42,36.31,143.3,6
65,43.51,147.65,6
39,-3.1,148,6.2
53,30.07,142.15,5.9
549,38.78,130.09,6.1
112,21.42,94.62,5.9
20,32.84,142.43,5.8
81,6.51,126.65,5.9
88,-10.34,161.2,5.8
54,-6.64,155.09,6.5
49,-7.15,155.21,6.1
58,-6.63,154.66,6.3
63,-6.84,155.41,6.2
93,-9.84,123.96,5.8
46,53.48,198.61,6
33,-2.51,146.03,6.2
187,-22.73,293.38,6.1
53,-6.9,147.77,5.8
41,54.92,167.87,5.8
0,73.34,54.5,6.3
68,10.04,125.86,5.8
65,-10.13,121.7,5.9
32,38.51,40.77,6
66,7.05,255.82,6.3
27,-34.74,81.88,5.9
12,-20.45,186.04,6.1
123,-9.49,285.35,5.8
47,-4.83,102.24,6
19,-4.83,102.04,5.8
69,-12.54,166.47,6
23,0.91,333.29,6.2
128,-15.4,167.55,6
11,-24.91,184.84,6.4
33,-24.2,184.9,6
106,-7.54,128.76,6.1
0,70.84,53.53,6.7
0,73.33,54.93,6.6
61,6.54,126.81,5.9
39,-22.91,289.52,5.8
0,49.91,78.92,5.8
62,42.05,142.66,5.9
48,12.47,126.01,6.5
117,13.82,144.79,6
405,-18.39,182.12,5.8
30,12.5,126.06,6.1
44,13.83,125.07,5.8
35,12.91,125.89,6
69,-12.25,166.61,5.9
0,7.55,282.5,5.8
411,-33.02,180.04,5.8
51,-57.78,334.48,5.8
11,19.46,204.86,5.9
49,-14.92,187.12,6
94,-11.54,285.48,5.8
69,-7.01,155.75,5.8
33,-11.74,164.81,5.9
546,51.93,151.57,6
102,-4.07,142.11,6.4
33,-16.22,187.53,6.3
18,-56.8,291.58,5.9
23,-28.78,182.61,6.2
101,-13.31,285.06,5.9
5,66.25,343.46,5.9
29,-29.48,182.43,6.4
56,-29.02,182.58,6.5
42,-29.64,183.24,5.9
64,-30.01,183.15,6
33,-32.67,181.79,5.8
11,-32.65,182.19,6
5,44.74,149.15,6.2
615,-7.46,119.89,6.2
54,-28.65,182.62,5.9
48,44.62,149.69,5.8
68,-29.35,182.71,6
48,17.15,259.77,5.8
38,54.52,162.02,5.9
5,15.28,270.81,6
37,-5.96,146.33,5.9
40,-57.39,295.54,5.9
0,12.98,125.74,6.2
71,-6.36,154.84,5.8
9,-39.93,285.11,5.8
50,-8.36,121.46,5.9
98,-14.77,167.12,6.3
25,-10.62,165.06,6
75,-29.92,182.2,6.2
3,-30.6,181.79,5.8
35,3.96,274.12,5.8
21,-3.94,152.04,5.8
10,40.31,63.72,6.2
5,40.18,63.79,6
19,0.85,280.37,6
19,28.7,52.12,5.9
19,-44.58,167.64,5.8
10,-29.93,182.38,6.2
12,46.35,13.26,5.9
21,-7.47,154.68,5.9
21,-7.58,154.61,5.8
40,-51.6,139.76,5.9
32,-32.63,181.81,5.9
146,-37.28,177.16,6.1
5,-11.62,285.55,5.9
14,40.35,63.45,6.2
161,4.49,284.23,5.8
72,-31.3,182.33,5.8
198,3.69,125.14,5.8
112,-5.91,145.88,5.8
107,-5.6,154.29,6
164,-5.6,148.35,5.9
122,-5.02,153.65,5.9
56,-10.51,281.7,5.8
3,24.51,98.95,5.9
27,-41.5,284.66,6
96,-5.13,153.55,6.1
79,-10.08,161.06,6
36,-7.38,154.69,5.8
28,14.06,124.87,6
48,17.45,259.35,6
36,0.52,134.75,5.9
21,24.79,125.98,5.8
1,3.4,96.28,6.3
35,0.53,134.84,5.9
33,-4.58,140.13,6.3
35,-4.34,139.86,5.8
26,3.78,126.81,6
33,-4.52,140.24,5.9
20,-33.78,182.17,6.2
29,-29.51,25.17,5.9
0,49.85,78.97,5.8
33,-50.01,244.9,5.9
402,47.31,145.75,5.8
25,7.48,281.72,6.2
3,7.41,281.95,6.1
37,-8.21,114.87,6.1
41,-8.17,114.84,5.9
62,-4.18,152.76,6.1
10,39.56,117.87,6.1
37,39.71,118.37,6.1
0,47.81,48.1,5.9
6,-30.32,182.13,5.8
43,-20.59,169.31,6
31,26.7,97.04,6.2
9,32.78,104.09,6.1
146,-34.28,183.47,6
8,6.22,124.11,6.4
33,7.18,123.55,5.8
52,7.33,123.54,5.8
44,7.35,123.42,5.8
33,10.09,125.9,6
17,7.22,122.99,6.2
165,-6.77,129.62,5.9
15,32.59,104.25,6
18,32.49,104.18,6.2
55,6.52,124.07,5.9
0,49.95,78.98,5.8
51,1.03,147.56,5.8
12,-9.2,148.17,5.9
51,44.78,149.21,6.1
0,73.41,54.5,5.8
40,6.93,124.04,5.9
16,-30.48,182.58,6
20,-6.43,153,6.1
115,-10.45,161.34,5.9
196,36.5,70.58,5.8
33,-4.54,139.93,6
47,-29.36,77.65,5.8
64,8.52,126.41,6.1
32,6.98,123.89,5.9
44,38.12,142.26,5.9
27,39.5,117.73,6
33,-8.84,156.97,6.1
52,7.09,123.59,6
0,49.97,79.01,5.8
10,39.05,44.04,6.1
424,-19.5,182.3,6
11,41.33,234.34,5.8
190,36.52,71.05,6.2
70,-20.57,291.07,6.5
0,49.87,78.89,5.9
370,-31.95,179.18,5.8
503,28.04,139.67,5.8
11,28.27,130.67,6.3
6,48.84,230.87,5.8
47,23.41,143.71,5.8
112,-7.9,109,5.8
27,-2.51,126.68,5.9
43,38.19,90.97,5.8
33,-3.65,144.5,5.9
67,-24.93,291.32,6
22,-41.74,174.3,5.9
15,37.02,95.73,5.8
55,5.04,126.63,5.8
20,40.11,70.86,6
555,-24.66,296.61,5.9
31,-66.49,277.55,6.1
33,-60.96,337.04,6.1
49,0.54,126.05,6.1
46,33.15,141.06,6
33,-41.31,80.52,5.8
44,53.54,169.96,6.1
54,-6.26,147.59,5.9
52,6.74,123.74,6.3
86,45.83,26.72,6.1
556,41.66,131.05,5.9
56,-4.96,131.03,5.8
40,16.73,122.29,6.2
43,44.16,148.23,6
0,-21.89,221.04,5.8
24,27.59,56.38,6.2
119,-14.76,167.11,5.8
23,27.57,56.3,5.9
33,-16.79,187.98,6.4
49,-9.9,160.44,6.3
33,-9.97,160.59,5.9
33,-9.94,160.48,6.1
33,-9.76,160.69,6.7
33,-9.73,160.17,6
31,-10,160.77,6.4
63,-10.21,160.74,5.8
42,-10.31,160.74,5.8
53,-1.81,120.46,5.9
0,49.86,78.84,5.8
21,-14.02,345.51,5.8
69,-22.91,184.26,6.3
31,22.68,314.89,5.9
109,-7.73,127.77,5.8
44,1.42,126.36,6
120,-56.17,332.3,6.1
33,-53.82,158.84,6.2
37,16.86,122.39,6
48,-33.79,180.42,6
17,-15.29,186.93,6
3,-8.04,155.56,6.3
103,-56.11,332.17,6
45,-10.58,161.35,5.8
53,-17.58,185.61,6.2
62,-6.55,155,5.9
60,-7.89,107.55,5.8
36,46.76,153.63,5.8
54,-11.21,118.43,5.8
33,-11.16,118.41,6.8
39,-10.94,118.4,5.9
33,-10.89,119.17,5.8
33,-11.1,119.09,5.9
51,-10.88,119.26,6
33,-59.54,339.41,6.3
4,-8.1,125.38,6.2
11,17.46,119.8,6
74,-11.04,119.17,5.8
59,-13.74,166.74,6
24,51.31,177.91,5.8
0,50.05,78.93,5.8
4,34.95,23.05,5.8
43,11.8,143.12,5.8
26,-1.92,126.64,5.9
34,-11.29,118.1,5.8
29,-9.99,117.29,5.9
24,-25.87,184.63,6.4
33,-15.78,186.99,5.9
33,-27.93,173.13,6.2
592,-27.96,297.18,6
103,-6.21,146.66,5.9
33,-11.48,118.21,6.3
95,-10.2,161.16,5.9
4,-31.04,292.24,6.4
33,-31.02,292.49,6
0,-21.86,221.06,6
26,-31.37,292.21,5.8
17,-31.44,292.56,5.9
0,49.93,78.89,6
64,-5.01,145.1,5.9
22,3.52,95.91,5.8
21,-31.24,292.1,5.9
42,25.54,143.25,6.3
10,16.54,40.32,5.9
86,-5.13,151.79,6
125,-15.37,288.29,6
19,18.79,121.91,5.8
50,44.56,149.58,6
24,34.8,139.22,6.2
20,-31.25,292,5.8
112,-34.29,289.62,5.8
46,-4.2,123.37,5.8
64,-5.39,151.73,6
81,-26,182.76,6
80,-0.07,124.1,5.8
34,-30.63,182.4,5.8
99,-8.7,124,5.8
60,38.83,142.03,6
537,-4.94,125.25,5.8
517,-4.88,125.35,6.1
49,29.33,130.53,5.9
33,-26.6,245.41,5.8
75,-4.66,153.06,6.1
436,31.93,137.62,5.9
441,31.99,137.61,6.5
278,26.45,140.76,6
47,-22.91,184.7,5.8
60,43.86,148.84,6.3
53,43.99,148.91,5.9
36,44.22,148.87,6.2
45,44.09,148.68,5.8
56,44.27,148.9,5.8
82,44.7,148.17,6.1
48,44.41,149.58,6
48,44.3,149.6,6
28,29.68,292.55,6
62,44.11,148.62,6.4
34,42.84,78.6,6.1
70,-8.62,125.07,5.8
33,-27.97,289.7,5.9
97,-19.63,169.1,5.8
62,-4.94,133.99,6.2
51,10.06,282.11,5.8
2,44.38,149.42,5.8
59,-11.39,116.68,6.6
12,-9.43,148.94,5.9
10,56.52,207.39,5.9
118,5.14,127.44,6
230,36.64,71.26,5.8
37,4.69,124.61,5.8
54,-5.92,103.92,5.9
49,-9.88,160.5,6.1
70,-37.84,176.73,6.3
182,-14.6,167.31,6.5
43,-0.74,127.33,5.8
160,31.07,130.1,6.2
28,51.24,180.75,5.9
30,24.29,142.7,5.8
22,-1.05,146.48,5.9
33,40.4,63.66,5.9
0,49.88,78.81,5.9
48,38.23,142.02,6.7
39,38.38,142.41,5.9
29,8.28,122.43,6.1
41,8.24,122.36,5.9
153,7.85,126.38,6
0,-17.06,187.72,6.5
3,40.78,23.24,6.1
380,48.27,148.66,5.8
37,-5.05,102.38,5.9
0,-5.07,102.33,5.9
25,-15.27,184.55,5.9
27,-18.27,167.99,5.8
0,49.84,78.92,5.8
43,0.55,126.24,5.9
11,52.26,191.16,5.8
305,-14.95,184.19,5.9
45,-4.2,152.84,5.8
34,22.19,121.42,6.4
37,-20.64,172.57,5.8
49,-26.52,289.34,6.3
16,-0.14,131.79,5.9
0,73.31,54.7,5.9
57,-59.8,333.67,5.8
39,-30.62,181.93,6.2
8,-47.53,32.26,5.8
0,49.98,79.02,5.9
37,-7.53,156.5,5.9
116,24.81,121.87,6
215,-13.35,167.13,5.9
44,-30.57,181.94,5.9
0,49.91,78.94,6
48,48.21,154.33,6
34,33.37,57.44,6.4
217,-13.94,167.18,6.1
138,-14.92,167.14,5.8
50,39.4,74.76,5.8
50,33.47,140.95,5.9
0,47.81,48.09,5.8
61,-5.45,152.02,5.8
7,39.34,72.56,5.9
37,37.71,48.95,6
42,-11.21,162.13,5.9
39,-11.14,162.16,6.2
27,47.79,146.54,5.8
63,-10.92,162.16,5.9
0,49.93,78.77,6
23,16.07,263.45,6.3
0,-21.85,221,5.8
85,-10.22,161.48,5.9
118,44.55,146.67,6.3
465,-7.08,117.95,5.8
36,7.33,123.4,6.2
40,0.55,126.06,6
0,47.78,48.14,5.9
7,-8.27,121.38,5.8
47,23.17,122,6.5
10,33.96,59.53,5.9
0,47.87,48.06,6
38,-30.02,182.53,5.9
45,17.53,259.21,5.8
35,-18.52,168.15,5.8
12,54.8,198.71,5.9
54,0.02,126.01,5.8
114,5.23,127.36,6.2
149,6.01,126.01,5.9
135,-15.57,167.57,5.8
48,-13.61,166.66,6.2
42,-16.52,287.4,6.2
46,40.22,143.55,5.9
17,60.73,218.45,6.2
4,1.02,120.4,5.9
3,17.76,258.7,6.3
75,18.02,290.97,6
24,41.95,83.38,5.8
38,3.02,127.01,6.5
4,42.05,19.05,6.1
545,5.66,123.59,5.9
108,-0.05,123.03,5.8
596,-20.82,181.33,5.9
30,9.3,125.57,5.9
77,-21.22,169.72,6.2
123,-6.38,105.93,5.9
256,19,145.42,5.9
51,-22.95,290.91,5.9
598,24.13,142.41,5.8
27,0.66,126.08,6
55,56.65,203.28,6.4
209,-15.44,289.95,5.9
46,52.68,193.03,6
111,36.45,31.72,5.8
54,-24.6,289.82,5.8
40,-8.32,115.92,6
6,-30.73,117.21,5.9
31,8.14,321.88,5.8
109,-56.02,332.02,5.8
87,-6.55,147.28,5.8
15,38.79,26.57,5.9
108,17.04,265.39,6.2
9,49.88,78.92,6.2
190,-5,145.58,6.1
30,-19.86,186.96,5.9
0,7.11,277.69,5.8
62,43.88,146.72,6
51,-32.16,288.6,6
0,50.05,79.06,5.8
74,33.87,131.91,5.8
32,-11.16,107.72,6.3
0,-21.86,221,6
0,49.86,78.94,6.1
204,-22.86,182.53,6.1
56,34.57,140.37,5.8
73,-4.86,153.5,5.8
566,41.85,130.87,5.8
0,49.93,78.98,6.1
231,36.48,70.15,5.9
43,8.95,276.51,6.1
13,10.72,318.32,6
43,19.05,122.12,6
56,53.97,194.78,5.8
33,-1.71,136.05,6.2
28,-1.18,136.49,5.8
28,53.64,169.74,5.8
50,3.48,128.06,5.9
6,42.8,13.04,5.8
38,52.23,174,5.8
3,-60.57,309.65,5.8
46,45.09,76.96,5.8
54,-19.09,168.71,5.8
35,-2.84,119.57,5.9
10,1.16,94.2,6.2
69,-7.17,106.1,5.8
33,-46.54,165.91,6
601,18.49,145.39,6.1
24,-1.18,136.59,5.9
60,51.82,177.12,6
0,73.34,54.73,5.8
37,-8.4,115.83,5.9
26,0.66,126,6.2
17,-10.68,161.35,6.1
33,-10.58,161.75,5.8
0,47.79,48.11,5.8
0,49.96,79.07,6
25,-1.2,136.61,5.8
71,-13.4,166.7,6
94,-7.76,108.18,6.1
92,17.89,291.39,5.9
24,-9.5,159.26,6
62,-13.32,166.69,6.1
50,-4.43,102,6
32,-23.61,185.15,6.4
3,34.03,59.81,6
36,-16.73,179.99,6.1
19,-1.94,134.17,6.1
115,5.89,125.33,6.2
120,-31.34,181.28,5.8
105,4.81,283.8,6.3
1,-18.93,183.48,5.8
9,34.08,59.8,6.2
0,49.88,78.84,6
0,34.14,59.92,5.9
126,28.95,140.94,6.2
28,1.62,280.66,6.2
30,-3.41,102.58,5.8
0,49.92,78.8,6.2
56,3.56,126.86,5.8
33,-4.69,254.26,5.9
64,1,126.02,5.8
0,38.75,332.25,6
72,6,126.13,6
42,51.31,181.5,5.8
36,-17.62,188.84,5.9
45,-7.89,156.24,5.8
0,-54.21,158.78,6
62,-4.7,153.17,5.8
74,36.47,76.86,6
54,44.51,149.55,5.8
54,-10.68,161.66,5.9
49,43.47,146.59,6.3
35,43.14,146.88,5.9
2,43.22,146.9,5.9
52,-6.02,150.12,5.9
55,-6.04,150.01,5.8
112,6.33,126.9,6
36,-22.67,171.42,5.9
25,52.94,192.3,6.1
33,52.78,192.2,6
0,23.86,314.43,5.8
494,-4.63,154.89,5.8
46,16.09,121.94,5.9
66,9,126.27,5.8
102,-23.53,182.73,6.6
33,-10.87,164.22,6
75,-8.05,108.79,5.8
38,51.21,173.62,5.8
57,34.5,140.42,5.9
38,-14.52,167.93,5.9
62,-6.03,154.56,6.1
70,-5.96,154.43,5.8
0,37.59,241.2,6.1
73,-19.42,290.67,6
55,-18.61,185.3,6
168,-7.37,128.58,5.9
56,-5.19,152.19,5.9
37,-15.25,186.47,5.8
29,9.5,126.6,5.8
16,-30.18,182.09,6.1
0,-58.07,349.32,5.8
59,-5.24,151.71,6.1
19,34.81,139.29,5.8
185,6.63,125.77,5.9
29,-12.49,166.37,5.9
48,39.29,22.91,5.8
55,-29.32,182.76,5.9
88,-4.45,143.53,6.3
97,-29,290.31,6
0,-21.86,221,5.8
588,-17.89,181.4,6
76,-12.3,166.5,5.9
131,-20.3,169.61,6.1
53,-13.09,166.34,5.9
23,29.63,81.09,6.1
9,15.93,271.48,5.9
39,-15.22,186.48,6
0,49.94,78.86,6.2
69,35.53,140.15,5.9
52,-3.25,142.33,5.8
128,-15.09,167.31,5.8
64,-6.3,154.81,5.9
44,-5.34,103.12,5.8
0,36.16,1.4,6.3
3,36.25,1.61,6
0,49.94,79.1,5.9
117,-6.11,145.54,5.8
74,-6.22,154.85,5.8
46,-21.95,170.09,5.8
65,18.22,261.8,6.3
32,-22.3,170.39,5.9
60,11.78,125.5,6.1
37,-22.25,169.55,5.8
5,41.15,235.7,5.9
0,-51.49,28.98,6.1
33,19.57,290.42,5.9
1,27.4,88.8,6
0,40.86,15.33,6
221,-19.44,184.17,6
77,-21.35,291.9,5.9
0,49.87,78.97,5.9
30,-17.59,187.69,6
84,-21.4,169.87,6
0,49.44,230.43,6
31,-21.25,185.59,5.8
82,30.63,140.85,6.1
33,-16.29,178.2,5.9
0,50.01,79.03,5.9
45,45.98,151.47,6.2
229,29.28,128.1,6.1
27,-61.11,304.46,5.9
38,38.61,142.91,5.9
49,38.71,142.75,6.1
24,-4.56,139.28,6
35,38.28,142.71,6
110,42.48,142.15,6.4
30,38.18,142.87,5.8
10,-29.68,60.83,6
22,51.82,176.15,6.3
6,53.02,162.41,5.9
23,44.61,149.38,5.9
41,-22.11,174.76,5.9
79,-6.04,148.77,5.8
18,38.23,22.97,6.1
59,-13.77,166.5,5.8
32,38.24,23.26,5.8
33,3.93,274.12,5.9
53,18.82,256.05,5.9
228,-5.43,146.76,5.9
109,-19.52,290.99,5.9
45,3.43,128.01,6.1
544,-27.28,296.73,5.8
22,45.59,152.24,5.9
0,14.23,119.13,5.9
28,37.28,142.28,5.8
0,49.87,78.9,6
45,-13.4,166.44,6.1
522,-23.7,179.99,6
49,43.23,149.94,6.1
217,36.41,71.15,5.9
36,-1.96,279.01,5.8
223,42.65,139.2,5.9
75,-5.14,154.74,5.9
140,5.82,126.98,5.9
0,-48.55,164.7,5.9
139,-14.75,167.28,5.8
81,-5.68,151.47,6
0,-49.13,164.63,5.8
10,-36,342.92,6
54,44.66,148.92,5.8
316,16.57,145.48,5.8
31,29.89,57.72,6
114,-22.29,171.65,6.3
140,-15.44,167.48,5.8
11,29.99,57.77,5.9
41,-21.61,169.66,5.8
76,-5.18,151.75,5.8
67,-2.76,139.18,5.8
102,-22.09,170.9,6
3,48.71,157.37,6
33,-22.89,184.18,5.9
74,-5.32,151.52,5.8
20,-15.08,186.88,6.5
21,43.53,147.04,6.6
37,-21.5,169.61,6
18,30.66,141.78,5.9
30,35.68,73.6,6.1
0,49.89,78.98,6.1
10,24.84,313.71,5.8
172,18.34,291.14,5.9
101,-6.39,130.72,5.8
45,-22.22,170.48,5.9
23,-30.18,182.04,5.9
274,-29.41,180.97,6.1
10,-4.76,247.99,5.9
0,73.32,54.55,6
12,-33.82,180.56,5.8
15,50.72,160.4,5.9
18,-4.52,146.2,6
38,-9.42,159.34,5.8
606,-20.7,181.35,5.9
62,-6.43,154.88,5.9
31,-11.4,66.3,5.9
62,-9.98,162.06,5.9
53,40.3,142.33,6.1
18,-33.15,286.9,6.2
189,-7.11,129.06,6
0,49.88,78.89,6.1
28,18.18,257.99,6.3
10,-31.38,249.21,5.9
10,43.56,232.3,6
21,-20.01,185.77,6.3
15,-3.52,143.86,6
57,-32.17,288.57,6.2
7,-2.3,22.83,5.8
39,18.75,120.86,6.2
38,42.98,146.2,5.9
594,-20.81,181.13,5.8
43,-37.23,179.81,5.9
35,-6.14,152.03,5.9
10,23.96,125.92,6.1
64,-6.39,154.92,5.9
90,-56.4,333.46,5.8
10,39.22,25.25,6
20,-30.01,182.37,5.9
8,-30.03,182.27,6.1
0,49.9,78.86,6.2
0,-2.11,139.79,5.8
30,26.84,142.74,6.4
607,18,145.67,6.1
192,-23.1,182.73,5.8
177,-12.11,166.67,5.8
36,-3.41,177.55,5.8
10,46.99,293.35,5.8
38,13.85,124.32,6.1
36,14.01,124.37,5.9
10,13.15,272.44,5.9
23,-9.53,152.21,6
21,-9.55,152.21,5.8
10,39.96,24.39,5.8
25,31.68,82.28,6
62,53.26,194.35,6
65,16.73,298.56,5.9
200,-22.69,293.38,5.8
34,-10.89,166.01,5.9
46,33.67,141.17,6.1
117,22.33,143.59,6
12,-25.19,184.45,5.9
105,-56.05,332.63,6.2
33,-9.52,118.35,6
27,42.23,142.46,6.3
196,-18.54,184.88,5.8
10,-52.89,313.02,5.8
36,-31.55,181.4,6
85,-12.74,283.96,6
55,-6.41,147.65,5.9
199,0.09,123.31,5.9
86,-15.86,187.03,5.9
43,19.89,120.54,6.2
42,-28.21,245.94,5.9
9,19.9,120.49,5.8
0,49.87,78.92,6.1
101,-0.61,123.28,5.9
10,-60.75,339.05,6
26,-20.24,168.2,5.8
15,-3.36,177.4,5.8
40,48.82,154.93,5.9
46,55.07,165.4,5.8
22,7.79,135.76,5.9
47,38.76,142.22,5.8
44,-41.41,285.03,5.9
33,-18.11,187.49,6.3
56,51.57,182.63,5.8
19,16.51,261.75,5.8
20,16.58,261.66,6
80,-5.66,150.99,5.8
125,-17.61,185.55,6.3
59,-4.7,103.04,5.9
83,13.29,270.61,6
449,-7.33,126.08,6.3
10,-55.42,160.23,5.9
45,44.56,151.03,6.4
51,51.39,180.06,6.3
0,49.97,78.86,6.1
554,27.9,137.04,6.2
10,-51.15,160.64,6.2
37,36.36,141.63,6.2
18,51.76,176.08,6.1
43,13.81,146.36,5.8
28,-12.59,166.11,5.9
55,-11.16,115.42,6.1
58,-4.34,153.12,5.8
106,-5.05,143.96,5.9
1,33.71,22.94,6.1
10,6.75,277.28,6.1
43,36.4,141.44,5.8
52,-2.71,280.12,5.9
42,43.85,148.32,5.9
42,-15.36,186.91,5.8
45,-25.55,183.76,5.9
179,29.4,140.43,6.4
153,-14.53,289.2,5.9
543,-23.45,180.13,5.9
42,-24.39,183.35,6
40,-15.61,168.01,5.8
511,-7.17,125.81,6.1
96,-6.61,101.7,6.1
190,-1.73,283.27,5.9
14,-10.61,285.31,6.3
34,-3.72,140,5.8
0,49.89,78.86,6.1
103,-9.87,161.18,5.8
38,-9.28,158.21,5.8
18,14.67,44.23,5.8
35,36.13,68.98,6.1
88,24.56,122.53,5.9
40,-24.15,184.03,5.9
49,-57.44,334.23,5.8
20,33.9,139.45,5.8
13,19.93,121.34,6
55,-15.43,186.7,6
228,-5.45,147.05,5.8
14,38.07,20.25,6.2
55,-57.98,335.65,5.8
50,16.14,264.75,6.3
81,12.91,93.59,6.1
208,-30.44,180.7,6
40,-29.69,182.27,6
41,10.54,140.96,5.9
46,55.03,200.81,5.9
37,54.99,200.76,6
569,8.73,124.03,5.8
68,5.6,126.3,6
103,-18.65,290.62,6
48,49.23,155.56,5.9
26,44.06,148.09,5.8
29,-3.49,177.64,5.8
21,43.76,147.45,6.1
72,-6.99,147.39,5.9
25,-4.05,127.9,5.8
26,-4.07,127.9,5.9
94,-4.89,153.57,6.5
74,-4.67,153.25,5.8
83,-21.59,184.68,6.2
36,-6.48,154.64,5.8
44,8.8,276.89,6.3
82,5.71,94.72,6.5
52,52.92,159.81,5.9
51,49.41,155.58,6.1
137,-15.04,167.28,6
32,11.4,57.52,5.8
38,10.43,297.29,5.9
102,-4.84,281.91,6.4
64,-6.52,154.94,5.9
56,53.38,160.3,5.8
11,-10.19,110.84,5.8
45,27.78,62.07,6.4
32,14.92,99.05,5.8
33,-24.01,184.1,5.8
9,41.5,143.84,6.4
24,46.41,153.39,6
7,36.24,239.73,6.1
25,-33.89,179.52,5.8
116,-5.39,150.94,6
33,47.41,152.26,6.1
0,-21.85,221.06,5.9
16,40.48,139.09,6.6
35,40.83,139.33,5.8
135,-16.96,185.39,6.1
600,-9.52,288.78,5.8
22,40.25,139.01,6.3
31,40.22,139.04,6.2
46,51.42,185.89,6.1
0,49.91,78.97,6.1
125,1.55,127.32,5.8
6,41.35,139.1,6.5
43,24.13,122.39,5.8
159,29.74,129.38,5.8
18,21.77,103.31,6
48,24.17,122.39,6
14,60.22,218.73,5.9
222,20.19,122.41,6
38,-22.59,171.02,6
10,-7.41,27.88,5.8
10,-60.91,306.9,5.8
37,61.04,212.63,6.2
46,5.54,126.47,5.8
9,36.21,239.64,6
190,53.91,158.36,6.1
10,-20.13,233.06,5.8
175,20.45,122.14,6
2,40.14,24.75,6
43,35.48,139.05,5.8
108,1.8,127.28,5.8
64,-8.69,111.17,5.9
94,55.79,161.33,6.4
26,18.23,120.8,6.1
0,73.38,54.87,5.9
56,3.73,126.64,5.8
128,33.51,131.51,6.2
20,-16.68,187.95,5.9
73,-17.44,290.04,5.9
43,60.97,212.53,6.2
205,36.52,71.1,5.9
167,18.12,145.83,5.9
515,-23.98,180.2,6
16,-16.64,182.62,6
44,24.08,122.16,6
35,24.02,122.26,5.8
10,-3.61,151.2,5.8
0,73.35,54.38,5.8
12,33.95,139.51,5.8
5,-26.55,289.38,6.3
0,49.91,78.83,6
13,-26.16,289.41,5.8
7,-8.12,156.35,6
8,1.09,121,5.8
55,-23.74,289.77,5.8
30,-20.57,186.16,5.9
10,37.59,342.59,5.9
24,-60.75,334.4,6.4
33,-60.46,335.09,6.2
44,-60.69,334.59,6.1
7,1.16,120.89,5.8
0,49.89,78.9,6.1
10,44.1,246.19,6.1
16,40.35,42.18,6
57,-9.1,119.09,6
89,-4,280.6,5.8
4,19.5,204.56,6.3
5,43.75,148.35,5.8
34,-7.49,130.59,5.9
39,0.48,280.21,6.2
183,-7.47,128.2,6.2
19,-40.45,155.57,5.8
52,41.8,142.77,5.8
10,-6.85,72.04,6.5
33,-6.61,71.41,5.8
68,14.07,268.05,5.8
18,-15.37,186.97,6
34,-6.5,71.4,6.1
44,3.74,148.97,5.8
33,8.14,137.21,6.1
158,-7.63,127.34,5.9
103,-33.09,289.85,5.9
63,-3.21,145.43,5.9
10,-2.38,145.06,5.8
592,-28.14,296.85,6.2
599,-27.97,297.1,5.9
42,-5.51,151.91,5.9
11,11.85,346.49,6.3
209,36.42,70.75,6.2
386,33.62,136.8,6.4
0,45.4,151.31,6
43,-2.83,118.76,6
112,-3.88,281.53,5.8
48,36.47,141.24,5.9
26,-3.92,278.59,5.9
326,-23.68,181.7,5.8
